Logits_1,Logits_0
2.5132608,-1.5453717
2.999568,-2.8131504
-2.0479178,1.8037354
-2.2276235,1.928265
3.5627863,-3.7487507
-3.9475045,4.6159945
3.4978569,-3.619812
-4.836014,5.448138
-0.78129244,1.3949097
-3.2221913,3.1041832
3.0255926,-2.849659
-2.771674,2.3821025
3.4432998,-3.5266194
0.8840083,0.8644564
-2.5810213,2.1737895
2.7838879,-2.3746939
3.515852,-3.6507852
-0.8470439,1.2052784
-4.828208,5.4414263
-3.8634844,4.5195837
3.5675263,-3.761185
-3.3107219,3.2716126
3.591635,-3.8239436
3.2190597,-3.1557736
2.252506,-1.058502
-4.8380556,5.449997
-1.9898357,1.7803819
-3.4595377,3.6213014
-4.837623,5.4500403
-4.8390336,5.4496303
-4.8390336,5.4496303
3.6415358,-4.11276
-3.451162,3.5961525
3.4196963,-3.482613
3.64103,-4.058508
2.7484257,-2.268658
3.5883129,-3.818152
3.6340132,-4.000913
3.396524,-3.4439397
3.534619,-3.6887257
-3.6417365,4.178233
-2.750608,2.350754
-3.6327991,4.1529
-3.711826,4.2958736
-3.711826,4.2958736
-3.711826,4.2958736
3.309034,-3.3009515
2.061939,-0.78641945
-2.6332521,2.2362566
-3.2148178,3.0836124
-2.5321264,2.15744
3.3783758,-3.417408
3.261806,-3.223053
2.9122725,-2.663346
2.6126215,-1.7734579
-3.727136,4.3393235
2.8191385,-2.4610608
-2.9349697,2.5844743
-4.8256063,5.4386477
-3.4839988,3.6923296
-4.838614,5.450885
-4.838614,5.450885
3.6444747,-4.1786156
2.7269778,-2.1946537
3.6413713,-4.227517
2.93443,-2.7032354
3.637756,-4.2530026
3.492379,-3.6088428
3.6429925,-4.163793
2.6042712,-1.7419246
-2.723012,2.3114905
-2.4557922,2.0860085
3.6437116,-4.1267605
2.7527475,-2.2746618
2.7527475,-2.2746618
-2.8399158,2.44308
-3.1012402,2.863289
2.7126894,-2.141184
3.3950684,-3.4441085
3.2402976,-3.192305
-3.439232,3.5979054
3.6087317,-3.8812435
3.4324884,-3.5068328
-3.333436,3.3474298
-3.1973686,3.0352724
3.6346338,-4.007942
3.6346338,-4.007942
-2.9322822,2.5851798
-3.4482024,3.594612
2.6849194,-2.0398674
-3.5026276,3.7620955
3.2773361,-3.2472014
-4.837808,5.449652
-3.165466,2.981914
-4.83882,5.4504914
3.3133276,-3.3124201
2.8069413,-2.438573
3.548867,-3.722063
2.4528325,-1.4010153
3.4943063,-3.6075442
-3.9026585,4.5416436
3.5450451,-3.7122765
3.6273386,-3.9570193
-2.9183578,2.576638
-3.5645394,3.9820986
-3.4506524,3.6008477
-3.7380512,4.3556104
3.4471264,-3.5309553
3.636065,-4.277891
-4.8327003,5.44564
-4.8327003,5.44564
-4.8327003,5.44564
-3.9099724,4.5755186
3.634729,-4.0038624
-4.8370905,5.4494085
-4.8370905,5.4494085
3.606819,-3.869144
3.6266227,-3.9541373
2.7102804,-2.1410055
-4.8369503,5.4497566
2.5920103,-1.7186129
-3.8289387,4.4798675
2.860629,-2.5581868
-2.9641278,2.6235938
3.5981102,-3.8449636
-3.8370452,4.4870687
3.3603232,-3.3864682
-3.7869244,4.4251695
2.285905,-0.9756209
-3.6778796,4.2531414
3.611798,-3.8886027
3.629855,-3.974485
1.9951078,-0.36285022
3.6393049,-4.040814
2.9508789,-2.7299833
3.6128795,-4.4468436
-2.7604465,2.3621798
-2.0268505,1.8219932
-2.6041949,2.2024002
-2.7392497,2.3330889
-1.7826777,1.5505544
3.6102173,-4.4758697
3.566637,-3.7569125
2.7292936,-2.19668
-3.5728557,3.9970732
-1.917317,1.7185942
3.1845145,-3.0966854
-2.9260502,2.56898
2.4556906,-1.4400872
-4.83878,5.449623
2.7305233,-2.205957
2.5715086,-1.6518606
2.4025767,-1.3531251
3.134331,-3.0246422
-4.835243,5.4483256
-4.838292,5.450152
-4.838292,5.450152
3.6421614,-4.1055026
-4.8360605,5.4480886
2.0292928,-0.84025496
2.612404,-1.787155
-2.7846386,2.3880768
-1.7281071,1.4244504
3.2161267,-3.1514194
-4.7584605,5.3683753
3.6154523,-3.9113061
-2.8005466,2.4054434
2.7152095,-2.1508145
-4.8337016,5.446117
2.168573,-0.88876474
-4.834916,5.4474983
-4.834916,5.4474983
-2.732069,2.3208516
-3.9218683,4.585001
3.6062896,-3.8691483
-4.8373203,5.4487886
3.6181467,-3.9299836
-4.836303,5.4476695
-3.7724502,4.40308
-3.7724502,4.40308
-3.0947828,2.865779
3.3493447,-3.3696294
2.4723144,-1.4659294
-3.457748,3.6485388
-1.668024,1.2131506
-1.668024,1.2131506
-2.7594135,2.3515756
-2.7108626,2.3131433
-3.6354399,4.163396
3.561306,-3.7446613
3.6342676,-4.304382
-4.8354735,5.448474
-4.8354735,5.448474
-4.8339005,5.44724
3.5996807,-3.8513713
3.6075406,-4.4798207
3.4354703,-3.5110178
3.6207805,-3.9289014
3.605642,-3.861929
3.5761096,-3.7823539
2.820472,-2.467298
-4.8240223,5.4375415
-4.821383,5.4336634
3.3415692,-3.3605032
3.64309,-4.1872854
2.8564491,-2.5501242
-4.8285336,5.4421897
-4.8369684,5.4489546
2.583717,-1.6904998
3.5427375,-3.706828
-1.690261,1.3200767
2.9466326,-2.725649
-4.8089266,5.4187727
3.474413,-3.5765965
-3.5536218,3.9462667
2.6814501,-2.0318031
2.747368,-2.2622814
2.747368,-2.2622814
2.747368,-2.2622814
3.64316,-4.0939717
-4.834762,5.447719
-4.834762,5.447719
3.2242212,-3.1627555
-2.8354685,2.4439914
-2.4979062,2.1207435
3.6164968,-3.906702
-4.836171,5.4484525
-4.8394556,5.4508123
-4.8394556,5.4508123
3.6183329,-3.9115834
3.6057448,-3.8677118
3.417021,-3.4820116
2.659592,-1.9348811
-4.0921054,4.769669
-4.838108,5.4497814
-1.623942,1.1053789
-3.6279192,4.15263
-4.8353596,5.4481564
1.8597575,-0.035452235
3.6412463,-4.0583415
3.6433768,-4.179469
3.6051507,-4.490551
2.5847569,-1.6771052
-4.838431,5.449322
-1.6558766,1.4005109
-4.244122,4.9261255
-3.666658,4.2361283
2.6089122,-1.7619697
1.7809957,0.07695462
3.640196,-4.0554194
2.5229433,-1.5666395
3.3140774,-3.3108382
-3.1098032,2.8891633
3.575286,-3.7789006
2.9936893,-2.8027833
3.6280074,-3.9666514
-3.5029707,3.7479177
3.4923184,-3.6124744
-4.51436,5.1670213
3.6150355,-4.440388
3.6150355,-4.440388
2.728742,-2.1981833
-2.5407326,2.1621327
3.6369388,-4.2805853
3.6369388,-4.2805853
-3.463127,3.6381102
3.301526,-3.287634
2.6950254,-2.0780509
-3.7534225,4.377482
-3.7534225,4.377482
3.642264,-4.1072655
2.8080845,-2.4394221
3.5629952,-3.749643
3.6142077,-3.8998165
3.6428754,-4.1363087
-2.3661668,2.0277228
-4.8384213,5.450035
-3.4519405,3.5960515
3.6444037,-4.135758
3.3466063,-3.3651562
2.7581308,-2.2991905
3.6029093,-3.8591487
-3.8503764,4.503665
3.5973604,-3.8432498
3.227223,-3.1684902
3.5750005,-3.782691
3.6374073,-4.0271444
3.230621,-3.17073
-3.5100574,3.8199582
3.642478,-4.093313
0.7325246,0.7249577
3.637618,-4.01389
-2.1142375,1.8679084
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
2.7242692,-2.1740575
3.019453,-2.8402991
3.6419487,-4.1897974
3.618708,-3.9152832
3.6251616,-3.9465504
-3.815766,4.4623423
3.6388924,-4.049783
3.6195064,-3.9211483
3.2031708,-3.1299307
3.5859442,-3.8125384
3.6427982,-4.1829586
3.5804024,-3.7952812
3.6421125,-4.2059145
-3.2712615,3.1846766
-4.8373094,5.449093
-4.83788,5.449802
-4.3297997,5.009227
-3.750031,4.3721995
-4.8152957,5.427827
-3.5499341,3.9102404
-4.794401,5.4044404
-3.886236,4.548209
-4.836445,5.448534
-4.836445,5.448534
-4.839254,5.450878
-2.6861255,2.2847319
-3.2455864,3.1203198
-3.1873555,3.0084586
3.5571067,-3.7384555
-3.5906985,4.047521
1.5711002,0.28269157
2.0141342,-0.5321171
-4.8375244,5.4481177
2.7337756,-2.2151704
-3.3292334,3.3431067
3.1879532,-3.107872
-3.1318727,2.8968124
3.6412623,-4.075827
-4.8384614,5.4492745
-3.4856434,3.6876583
3.6416843,-4.1836877
-2.6492445,2.2443147
-3.0745735,2.799847
3.308277,-3.305764
2.620295,-1.7961814
1.871561,-0.607464
3.4711921,-3.5697649
-1.4817301,1.2527579
-4.8350534,5.4480367
-2.4299612,2.0801294
-3.70384,4.2995505
3.3375423,-3.3485768
3.612372,-3.88978
-4.8101287,5.421314
-2.2845533,1.9705054
3.6333382,-4.005152
3.563339,-3.7544484
-4.8384347,5.4502497
2.6020129,-1.730847
3.643638,-4.13574
-1.9406904,1.714264
3.5764818,-3.7850676
3.6364775,-4.2823305
-1.5934998,1.1801902
-3.4490795,3.5903816
-3.4690847,3.6643553
2.8610291,-2.5577877
2.8610291,-2.5577877
3.6371324,-4.035597
-2.1892695,1.9168884
3.6430714,-4.0895853
3.4671109,-3.566297
3.6415899,-4.180666
2.7794888,-2.3614655
-2.8316195,2.4298515
3.6410058,-4.080537
3.642224,-4.1017637
-4.8328924,5.4454784
3.5814738,-3.797341
-3.7618246,4.3880386
-1.710247,1.5029868
2.566321,-1.6407915
-1.6431421,1.3380208
2.6898074,-2.053468
-3.3389683,3.347839
3.578083,-3.7840476
3.3301895,-3.3317454
-3.398833,3.4576292
3.631762,-4.3203506
-4.037536,4.7118764
2.6401656,-1.8630241
2.3641298,-1.3035573
-3.479237,3.6637084
2.568422,-1.6417516
-4.8368115,5.449127
-4.8368115,5.449127
-3.4732203,3.673183
3.0544486,-2.9024093
-3.5708058,3.9874647
-3.637093,4.168097
-2.9548628,2.6033497
3.0307343,-2.861412
3.2291176,-3.1710222
-3.524186,3.8209453
3.21086,-3.1425233
-4.0168257,4.6878376
-3.517778,3.78734
3.6043441,-3.8634784
3.642398,-4.2129216
-3.6615853,4.221937
-1.9615582,1.7795287
3.5035508,-3.628889
-2.5819073,2.1898994
-3.6839504,4.265177
-4.838276,5.450327
3.6339052,-3.9909544
3.6323204,-3.9852014
-3.4352925,3.564291
3.1921241,-3.1115983
2.7659936,-2.3195972
3.6336396,-4.0003443
-2.9010174,2.5392773
-2.9532447,2.6156824
-1.7457395,1.445753
3.472016,-3.5718184
3.6276414,-4.3532977
-3.229828,3.1040463
-2.8128972,2.4102952
2.5381234,-1.591978
3.6140106,-3.893762
2.829949,-2.4956698
-2.594197,2.1897635
-2.0292192,1.8211117
-4.837894,5.450271
-3.7693737,4.3999066
3.5697732,-3.7681932
-1.7294583,1.4127891
3.504931,-3.632243
3.103284,-2.9755502
-2.729652,2.3232217
3.380751,-3.421891
-1.9783921,1.7431861
-1.9783921,1.7431861
3.3051615,-3.294581
3.0153244,-2.8378325
3.611416,-3.8909168
-4.834261,5.447606
2.9946465,-2.8043501
3.5009604,-3.6261854
3.5009604,-3.6261854
3.5009604,-3.6261854
3.5009604,-3.6261854
3.5009604,-3.6261854
3.5009604,-3.6261854
3.5009604,-3.6261854
2.975227,-2.771696
3.6264682,-3.9537058
-4.8255143,5.4372835
2.846612,-2.536433
-3.2409108,3.126002
-2.1581898,1.8822528
-3.43969,3.602812
3.2553396,-3.2117438
2.385167,-1.3109592
-2.391217,2.0462527
-3.3756678,3.4144025
3.0306902,-2.8612583
3.6395135,-4.068101
-2.0658412,1.8361089
3.5322773,-3.6864104
3.2707508,-3.2380862
-4.8372197,5.4490247
